Rk,Player,Age,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,GG,AS,SS,MVP,Position
256,James Wood,21,1.1,79,336,295,43,78,13,4,9,41,14,8,39,97,0.264,0.354,0.427,0.781,122,0.343,124,126,1,2,0,0,1,0,0,0,,7.0
257,Nick Fortes,27,0.0,110,335,308,28,70,16,0,4,29,0,1,11,41,0.227,0.259,0.318,0.577,57,0.249,44,98,6,4,7,5,0,0,0,0,,2.0
258,Whit Merrifield,35,0.3,95,335,293,44,65,9,3,4,15,17,3,35,52,0.222,0.311,0.314,0.625,76,0.307,87,92,7,3,4,0,0,0,0,0,,4.0
259,Michael Siani,24,0.7,124,334,298,42,68,7,2,2,20,20,3,21,92,0.228,0.285,0.285,0.57,62,0.265,54,85,2,3,11,1,0,0,0,0,,8.0
260,Adam Duvall,35,-1.4,104,330,303,29,55,10,0,11,30,0,0,21,99,0.182,0.245,0.323,0.569,57,0.262,59,98,6,5,0,1,0,0,0,0,,7.0
261,Ben Rortvedt,26,0.9,112,328,290,27,66,13,0,3,31,1,0,34,88,0.228,0.317,0.303,0.621,80,0.287,83,88,6,4,0,0,0,0,0,0,,2.0
262,Oswaldo Cabrera,25,1.3,108,326,299,47,74,11,0,8,36,4,2,21,63,0.247,0.296,0.365,0.661,87,0.3,90,109,6,1,2,3,0,0,0,0,,5.0
263,Royce Lewis,25,0.7,82,325,292,40,68,16,0,16,47,0,0,28,74,0.233,0.295,0.452,0.747,106,0.315,99,132,5,0,0,5,2,0,0,0,,5.0
264,Zach McKinstry,29,0.8,118,325,297,32,64,14,5,4,23,16,0,24,69,0.215,0.277,0.337,0.614,74,0.288,74,100,3,2,0,2,0,0,0,0,,6.0
265,Danny Jansen,29,0.7,92,324,278,35,57,13,0,9,24,0,0,40,61,0.205,0.309,0.349,0.658,86,0.302,91,97,4,3,0,3,0,0,0,0,,2.0
266,Miguel Andujar,29,0.4,75,319,302,31,86,14,1,4,30,3,2,13,42,0.285,0.32,0.377,0.697,103,0.308,103,114,10,3,0,1,0,0,0,0,,7.0
267,Eddie Rosario,32,-1.6,91,319,297,33,52,12,0,10,35,9,1,16,77,0.175,0.215,0.316,0.531,48,0.241,43,94,4,0,2,4,0,0,0,0,,7.0
268,David Hamilton,26,2.6,98,317,294,47,73,17,1,8,28,33,4,22,80,0.248,0.303,0.395,0.697,93,0.331,95,116,1,1,0,0,0,0,0,0,,6.0
269,Richie Palacios,27,1.8,92,316,264,46,59,8,1,5,21,19,1,45,67,0.223,0.346,0.318,0.664,94,0.318,96,84,5,5,0,1,2,0,0,0,,4.0
270,Christian Vazquez,33,-0.2,93,315,294,29,65,10,0,7,27,3,1,11,65,0.221,0.248,0.327,0.575,60,0.262,60,96,11,1,5,4,0,0,0,0,,2.0
271,Christian Yelich,32,2.2,73,315,270,44,85,12,3,11,42,21,1,40,58,0.315,0.406,0.504,0.909,152,0.404,151,136,3,2,1,1,3,0,1,0,,7.0
272,Kevin Pillar,35,0.4,100,314,284,38,65,16,1,8,45,12,3,16,69,0.229,0.291,0.377,0.667,87,0.298,86,107,10,10,1,3,0,0,0,0,,8.0
273,Joey Meneses,32,-0.5,76,313,281,19,65,11,0,3,42,2,0,21,63,0.231,0.291,0.302,0.593,70,0.28,76,85,9,5,0,6,1,0,0,0,,3.0
274,Carson Kelly,29,0.5,91,313,281,32,67,9,1,9,37,0,0,25,55,0.238,0.313,0.374,0.687,96,0.305,95,105,6,6,0,1,0,0,0,0,,2.0
275,Kevin Newman,30,2.2,111,311,288,41,80,17,1,3,28,8,1,15,48,0.278,0.311,0.375,0.686,91,0.313,92,108,7,0,6,2,1,0,0,0,,6.0
276,Donovan Solano,36,1.0,96,309,283,31,81,13,0,8,35,2,1,22,65,0.286,0.343,0.417,0.76,113,0.339,116,118,6,3,0,1,0,0,0,0,,5.0
277,Ramon Laureano,29,1.3,98,309,286,35,74,16,1,11,33,8,3,15,96,0.259,0.311,0.437,0.748,107,0.337,114,125,5,7,0,1,0,0,0,0,,9.0
278,Rob Refsnyder,33,0.8,93,307,272,32,77,16,1,11,40,2,2,28,78,0.283,0.359,0.471,0.83,130,0.354,126,128,6,5,0,1,2,0,0,0,,7.0
279,Dominic Smith,29,-0.1,93,307,275,33,64,22,0,6,34,1,1,28,76,0.233,0.313,0.378,0.691,92,0.308,91,104,7,4,0,0,0,0,0,0,,3.0
280,Luis Rengifo,27,1.9,78,304,283,41,85,13,1,6,30,24,7,16,44,0.3,0.347,0.417,0.763,114,0.344,116,118,6,4,1,0,0,0,0,0,,5.0
281,Xavier Edwards,24,2.0,70,303,265,39,87,12,5,1,26,31,4,33,52,0.328,0.397,0.423,0.82,125,0.383,128,112,0,0,1,4,1,0,0,0,,6.0
282,Ildemaro Vargas,32,-0.5,95,303,272,21,67,16,0,1,30,9,4,19,31,0.246,0.295,0.316,0.611,75,0.273,72,86,9,2,5,5,0,0,0,0,,5.0
283,Emmanuel Rivera,28,-0.4,123,302,265,24,63,9,2,5,29,2,0,26,69,0.238,0.312,0.343,0.656,83,0.295,80,91,7,5,1,5,0,0,0,0,,5.0
284,Edouard Julien,25,-0.2,94,301,266,36,53,9,0,8,21,6,0,33,102,0.199,0.292,0.323,0.616,73,0.288,76,86,2,2,0,0,0,0,0,0,,4.0
285,Ramon Urias,30,1.5,100,301,272,39,69,9,2,11,37,1,1,23,55,0.254,0.322,0.423,0.745,116,0.326,117,115,0,5,0,1,0,0,0,0,,5.0
286,Michael A. Taylor,33,0.9,113,300,269,35,52,9,1,5,21,12,1,23,105,0.193,0.253,0.29,0.543,52,0.255,47,78,3,0,4,4,0,0,0,0,,8.0
287,Luis Campusano,25,-0.7,91,299,277,37,63,13,0,8,40,0,0,20,41,0.227,0.281,0.361,0.642,79,0.287,78,100,11,1,0,1,0,0,0,0,,2.0
288,Parker Meadows,24,2.2,82,298,270,39,66,12,6,9,28,9,4,25,76,0.244,0.31,0.433,0.743,109,0.324,108,117,0,1,1,1,0,0,0,0,,8.0
289,Nolan Jones,26,-0.7,79,297,256,28,58,13,1,3,28,5,4,36,91,0.227,0.321,0.32,0.641,75,0.289,73,82,7,1,1,3,2,0,0,0,,7.0
290,Kerry Carpenter,26,2.2,87,296,264,37,75,16,5,18,57,0,2,22,75,0.284,0.345,0.587,0.932,159,0.386,156,155,5,4,0,3,1,0,0,0,,9.0
291,Victor Robles,27,3.1,91,295,254,44,78,20,0,4,28,34,2,21,53,0.307,0.381,0.433,0.814,140,0.384,143,110,2,11,6,3,0,0,0,0,,8.0
292,Adam Frazier,32,0.3,104,294,262,35,53,10,1,4,22,3,0,22,59,0.202,0.282,0.294,0.576,64,0.269,64,77,0,7,3,0,0,0,0,0,,4.0
293,Max Muncy,33,3.0,73,293,237,47,55,17,0,15,48,1,0,45,77,0.232,0.358,0.494,0.852,141,0.361,136,117,1,5,0,6,3,0,0,0,,5.0
294,Jose Iglesias,34,3.1,85,291,270,39,91,16,1,4,26,6,2,12,39,0.337,0.381,0.448,0.83,136,0.361,136,121,4,8,0,1,1,0,0,0,,4.0
295,Javier Baez,31,-1.1,80,289,272,25,50,12,0,6,37,8,1,12,69,0.184,0.221,0.294,0.516,46,0.236,41,80,10,2,0,3,1,0,0,0,,6.0
296,Ezequiel Duron,25,0.0,92,285,268,26,66,11,0,3,20,1,2,14,63,0.246,0.288,0.321,0.609,76,0.273,75,86,6,2,0,1,0,0,0,0,,5.0
297,Joey Bart,27,2.2,80,282,253,38,67,11,0,13,45,0,0,22,73,0.265,0.337,0.462,0.799,121,0.349,121,117,8,6,0,1,0,0,0,0,,2.0
298,Jacob Stallings,34,1.8,82,281,243,31,64,17,1,9,36,0,0,27,65,0.263,0.357,0.453,0.81,117,0.355,119,110,10,9,1,1,1,0,0,0,,2.0
299,Kevin Kiermaier,34,1.0,116,281,259,31,51,9,3,5,26,6,2,12,86,0.197,0.237,0.313,0.55,56,0.253,56,81,4,2,7,1,0,0,0,0,,8.0
300,Gary Sanchez,31,0.2,89,280,245,30,54,7,1,11,37,0,0,27,76,0.22,0.307,0.392,0.699,94,0.312,94,96,9,5,0,3,0,0,0,0,,2.0
301,Randal Grichuk,32,2.2,106,279,254,40,74,20,2,12,46,0,0,20,46,0.291,0.348,0.528,0.875,140,0.377,142,134,5,3,0,2,0,0,0,0,,9.0
302,Vidal Brujon,26,0.5,102,278,248,32,55,14,2,2,16,5,6,25,54,0.222,0.303,0.319,0.622,71,0.271,64,79,5,4,1,0,3,0,0,0,,4.0
303,Tyler Nevin,27,-0.2,87,278,245,22,50,10,0,7,20,1,0,25,64,0.204,0.288,0.331,0.618,80,0.279,80,81,5,5,0,3,0,0,0,0,,3.0
304,Jack Suwinski,25,-1.7,88,277,247,29,45,8,0,9,26,9,1,27,79,0.182,0.264,0.324,0.588,64,0.277,66,80,3,1,1,1,2,0,0,0,,8.0
305,Nick Gordon,28,-1.7,95,275,260,29,59,11,1,8,32,5,5,11,67,0.227,0.258,0.369,0.627,69,0.263,58,96,5,1,0,3,0,0,0,0,,7.0
306,Victor Caratini,30,1.3,87,274,245,30,66,8,1,8,30,0,1,23,53,0.269,0.336,0.408,0.744,111,0.325,113,100,6,3,0,3,1,0,0,0,,2.0
307,Edmundo Sosa,28,2.3,90,274,249,39,64,12,4,7,31,7,1,13,66,0.257,0.313,0.422,0.734,104,0.33,107,105,5,8,1,2,0,0,0,0,,6.0
308,Jonah Bride,28,0.8,71,272,232,30,64,10,0,11,39,0,1,30,55,0.276,0.357,0.461,0.818,122,0.355,122,107,9,3,0,7,1,0,0,0,,3.0
309,Brett Wisely,25,0.5,91,272,252,25,60,13,1,4,31,2,3,13,65,0.238,0.278,0.345,0.623,79,0.271,77,87,3,2,2,3,0,0,0,0,,4.0
310,Chas McCormick,29,-0.6,94,267,242,32,51,6,1,5,27,8,2,17,72,0.211,0.271,0.306,0.576,64,0.274,71,74,3,4,1,3,0,0,0,0,,7.0
311,Nick Senzel,29,-1.4,74,267,236,25,46,11,0,7,18,1,3,28,61,0.195,0.283,0.331,0.614,75,0.271,74,78,6,1,1,0,1,0,0,0,,5.0
312,Dylan Carlson,25,-1.2,96,265,235,19,49,7,0,3,25,2,1,22,75,0.209,0.287,0.277,0.563,62,0.256,58,65,2,5,0,3,0,0,0,0,,7.0
313,Sean Murphy,29,1.3,72,264,233,19,45,5,1,10,25,0,0,27,67,0.193,0.284,0.352,0.636,76,0.293,81,82,7,3,0,1,1,0,0,0,,2.0
314,Kyle Higashioka,34,1.4,84,263,246,29,54,10,1,17,45,2,0,15,74,0.22,0.263,0.476,0.739,102,0.324,103,117,3,0,1,1,0,0,0,0,,2.0
315,Joey Loperfido,25,0.5,81,262,243,24,52,13,4,4,25,4,2,13,95,0.214,0.264,0.35,0.614,74,0.275,74,85,3,4,1,1,0,0,0,0,,7.0
316,Matt Wallner,26,2.2,75,261,220,26,57,17,1,13,37,3,0,24,95,0.259,0.372,0.523,0.894,148,0.387,149,115,2,16,0,1,0,0,0,0,,9.0
317,Joey Gallo,30,0.3,76,260,223,24,36,9,0,10,27,3,1,32,102,0.161,0.277,0.336,0.613,74,0.282,78,75,1,4,0,1,0,0,0,0,,3.0
318,David Peralta,36,0.8,91,260,236,35,63,11,0,8,28,2,0,22,54,0.267,0.335,0.415,0.75,110,0.335,112,98,3,2,0,0,0,0,0,0,,9.0
319,Ivan Herrera,24,1.7,72,259,229,37,69,12,1,5,27,5,0,25,53,0.301,0.372,0.428,0.8,125,0.362,129,98,3,2,0,2,0,0,0,0,,2.0
320,Jason Heyward,34,1.2,87,258,228,33,48,12,2,10,37,5,0,22,53,0.211,0.288,0.412,0.7,97,0.304,92,94,3,4,0,3,2,0,0,0,,9.0
321,Austin Martin,25,-1.0,93,257,233,41,59,18,1,1,16,7,3,20,47,0.253,0.318,0.352,0.67,88,0.299,87,82,4,2,2,0,0,0,0,0,,7.0
322,Austin Hays,28,-0.1,85,255,235,26,60,18,0,5,20,2,2,9,59,0.255,0.303,0.396,0.699,100,0.306,101,93,2,8,1,2,1,0,0,0,,7.0
323,Willie Calhoun,29,-0.2,68,254,229,26,56,16,0,5,20,0,1,23,31,0.245,0.315,0.38,0.695,95,0.301,92,87,5,1,0,1,1,0,0,0,,3.0
324,Taylor Walls,27,1.4,84,252,218,27,40,5,3,1,14,16,4,31,67,0.183,0.282,0.248,0.529,55,0.251,53,54,3,0,0,3,0,0,0,0,,6.0
325,Juan Yepez,26,0.6,62,249,226,32,64,15,0,6,26,2,1,18,42,0.283,0.335,0.429,0.764,116,0.337,118,97,9,1,1,3,0,0,0,0,,3.0
326,Elehuris Montero,25,-1.7,67,247,224,23,46,10,0,4,28,0,0,20,56,0.205,0.267,0.304,0.571,54,0.265,54,68,7,0,0,3,0,0,0,0,,3.0
327,Chris Taylor,33,-0.1,87,246,213,28,43,7,1,4,23,5,1,28,76,0.202,0.298,0.3,0.598,73,0.289,82,64,5,2,1,2,0,0,0,0,,7.0
328,Harold Ramirez,29,-0.1,73,246,238,28,62,7,1,2,29,6,2,5,50,0.261,0.28,0.324,0.604,73,0.271,70,77,2,2,0,1,0,0,0,0,,9.0
329,Robbie Grossman,34,-0.3,87,245,208,21,44,8,0,3,16,3,0,34,58,0.212,0.322,0.293,0.616,79,0.291,84,61,8,1,0,2,0,0,0,0,,7.0
330,Andy Ibanez,31,1.4,99,244,224,30,54,9,1,5,32,2,3,15,63,0.241,0.295,0.357,0.652,85,0.289,86,80,2,3,0,2,0,0,0,0,,4.0
331,Triston Casas,24,0.6,63,243,212,28,51,8,0,13,32,0,1,30,77,0.241,0.337,0.462,0.8,121,0.34,116,98,6,1,0,0,4,0,0,0,,3.0
332,Yasmani Grandal,35,0.6,72,243,215,26,49,10,0,9,27,1,0,24,46,0.228,0.304,0.4,0.704,96,0.327,105,86,7,0,3,1,0,0,0,0,,2.0
333,Kyle Farmer,33,-0.3,107,242,215,26,46,13,1,5,25,3,5,19,49,0.214,0.293,0.353,0.647,81,0.281,80,76,6,6,0,2,1,0,0,0,,4.0
334,Wilmer Flores,32,-0.6,71,242,214,19,44,12,0,4,26,0,0,20,33,0.206,0.277,0.318,0.595,72,0.274,76,68,5,3,0,5,1,0,0,0,,3.0
335,Noelvi Marte,22,-1.8,66,242,229,24,48,9,0,4,18,9,3,9,75,0.21,0.248,0.301,0.549,50,0.244,40,69,1,3,0,1,0,0,0,0,,5.0
336,Tim Anderson,31,-1.5,65,241,234,16,50,3,0,0,9,4,4,7,68,0.214,0.237,0.226,0.463,28,0.204,15,53,6,0,0,0,0,0,0,0,,6.0
337,Dominic Fletcher,26,-0.3,72,241,223,14,46,8,0,1,17,0,0,11,58,0.206,0.252,0.256,0.508,47,0.225,38,57,5,3,2,1,1,0,0,0,,9.0
338,Anthony Rendon,34,0.6,57,238,206,21,45,10,0,0,14,6,1,23,35,0.218,0.307,0.267,0.574,64,0.283,75,55,4,5,0,4,0,0,0,0,,5.0
339,Miguel Vargas,24,-0.8,72,237,206,22,31,7,0,5,16,3,1,25,57,0.15,0.249,0.257,0.506,46,0.244,52,53,4,3,0,3,0,0,0,0,,5.0
340,Jose Trevino,31,0.6,73,234,209,26,45,5,0,8,28,1,0,20,41,0.215,0.288,0.354,0.642,81,0.287,80,74,12,2,1,2,0,0,0,0,,2.0
341,Stuart Fairchild,28,1.0,94,233,209,33,45,8,0,8,30,13,1,17,60,0.215,0.286,0.368,0.654,78,0.314,83,77,1,4,2,1,0,0,0,0,,8.0
342,James McCann,34,0.8,65,233,214,27,50,9,0,8,31,1,0,13,56,0.234,0.279,0.388,0.667,93,0.293,93,83,3,2,0,4,0,0,0,0,,1.0
343,Garrett Hampson,29,0.4,113,231,213,16,49,13,1,0,16,7,2,14,59,0.23,0.275,0.3,0.576,63,0.259,56,64,3,0,2,2,0,0,0,0,,8.0
344,Justyn-Henry Malloy,24,-0.4,71,230,202,18,41,7,1,8,21,1,1,23,85,0.203,0.291,0.366,0.658,86,0.289,84,74,2,3,0,2,0,0,0,0,,7.0
345,Nelson Velazquez,25,-0.5,64,230,205,31,41,8,1,8,27,2,0,19,61,0.2,0.274,0.366,0.64,79,0.285,76,75,6,3,0,3,0,0,0,0,,9.0
346,DJ LeMahieu,35,-1.6,67,228,201,19,41,5,0,2,26,0,1,19,35,0.204,0.269,0.259,0.527,51,0.244,51,52,13,1,1,6,0,0,0,0,,3.0
347,Nick Ahmed,34,-0.3,71,228,210,20,48,6,1,2,17,2,1,11,51,0.229,0.267,0.295,0.562,62,0.254,61,62,6,1,3,3,0,0,0,0,,6.0
348,Addison Barger,24,0.4,69,225,208,20,41,11,0,7,28,2,0,14,60,0.197,0.25,0.351,0.601,69,0.272,70,73,1,1,0,1,0,0,0,0,,5.0
349,Hunter Goodman,24,-0.8,70,224,211,24,40,9,0,13,36,1,1,8,64,0.19,0.228,0.417,0.645,69,0.27,59,88,5,3,0,2,0,0,0,0,,9.0
350,Garrett Mitchell,25,2.0,69,224,196,33,50,12,3,8,21,11,4,25,71,0.255,0.342,0.469,0.812,124,0.354,123,92,1,1,2,0,0,0,0,0,,8.0
351,Cavan Biggio,29,0.1,78,224,188,27,37,5,0,5,19,2,0,24,72,0.197,0.314,0.303,0.617,78,0.286,80,57,1,8,2,0,0,0,0,0,,4.0
352,Enmanuel Valdez,25,-0.6,76,223,201,23,43,12,0,6,28,1,1,17,53,0.214,0.27,0.363,0.633,75,0.277,70,73,4,0,1,4,0,0,0,0,,4.0
353,Ronald Acuna Jr.,26,0.0,49,222,192,38,48,8,1,4,15,16,3,27,53,0.25,0.351,0.365,0.716,100,0.343,110,70,4,3,0,0,0,0,0,0,,9.0
354,Daniel Schneemann,27,0.7,73,221,193,17,42,10,2,5,22,3,2,25,70,0.218,0.303,0.368,0.671,91,0.297,90,71,1,0,0,3,0,0,0,0,,6.0
355,Pedro Pages,25,0.8,68,218,202,19,48,3,2,7,27,2,0,13,58,0.238,0.281,0.376,0.657,83,0.287,76,76,7,0,1,2,0,0,0,0,,2.0
356,Romy Gonzalez,27,0.9,89,216,199,25,53,10,1,6,29,11,3,12,58,0.266,0.306,0.417,0.723,100,0.326,100,83,5,1,0,4,0,0,0,0,,4.0
357,Tyler Soderstrom,22,0.5,61,213,189,18,44,10,0,9,26,0,0,20,53,0.233,0.315,0.429,0.743,114,0.33,118,81,7,3,0,1,1,0,0,0,,3.0
358,Austin Slater,31,-0.2,84,212,177,24,37,4,0,2,18,3,2,26,60,0.209,0.321,0.266,0.586,73,0.279,81,47,5,5,0,4,0,0,0,0,,9.0
359,Trey Lipscomb,24,-0.1,61,211,190,20,38,3,0,1,10,11,2,16,40,0.2,0.268,0.232,0.5,45,0.248,48,44,7,2,1,1,0,0,0,0,,5.0
360,Leo Jimenez,23,0.9,63,210,179,18,41,11,0,4,19,0,0,12,59,0.229,0.329,0.358,0.686,96,0.31,99,64,6,16,0,3,0,0,0,0,,6.0
361,Trent Grisham,27,0.4,76,209,179,21,34,8,0,9,31,1,1,22,57,0.19,0.29,0.385,0.675,90,0.306,95,69,5,4,1,2,1,0,0,0,,8.0
362,Kyle Stowers,26,-0.5,69,209,192,15,40,11,2,3,24,0,1,13,74,0.208,0.268,0.333,0.601,65,0.27,64,64,2,3,0,1,0,0,0,0,,7.0
363,Jackson Holliday,20,0.1,60,208,190,28,36,4,2,5,23,4,0,15,69,0.189,0.255,0.311,0.565,65,0.265,70,59,1,2,0,1,0,0,0,0,,4.0
364,Jorge Mateo,29,0.9,68,208,192,30,44,14,2,5,18,13,2,10,48,0.229,0.267,0.401,0.668,92,0.294,87,77,3,1,2,3,0,0,0,0,,4.0
365,Travis Jankowski,33,0.3,104,207,190,19,38,5,0,1,12,11,1,12,44,0.2,0.266,0.242,0.508,49,0.256,54,46,3,5,0,0,0,0,0,0,,9.0
366,Jhonkensy Noel,22,1.0,67,198,179,25,39,7,1,13,28,0,0,13,63,0.218,0.288,0.486,0.774,116,0.333,114,87,1,5,0,1,0,0,0,0,,9.0
367,Edward Olivares,28,-0.7,55,196,174,22,39,4,0,5,23,1,0,16,37,0.224,0.291,0.333,0.624,75,0.285,75,58,3,2,0,4,0,0,0,0,,9.0
368,DJ Stewart,30,-0.8,74,194,158,16,28,4,0,5,19,1,0,31,48,0.177,0.325,0.297,0.622,80,0.296,89,47,5,4,0,1,0,0,0,0,,9.0
369,Connor Norby,24,0.2,45,194,178,32,42,9,0,9,20,3,3,15,64,0.236,0.294,0.438,0.732,99,0.309,93,78,2,0,0,1,0,0,0,0,,5.0
370,Corey Julks,28,-1.1,66,189,173,17,37,7,0,3,14,5,2,15,50,0.214,0.275,0.306,0.581,67,0.261,64,53,6,0,0,1,0,0,0,0,,9.0
371,Dominic Canzone,26,0.2,67,188,168,20,33,7,0,8,17,1,0,18,53,0.196,0.271,0.381,0.652,91,0.29,92,64,5,0,0,2,2,0,0,0,,9.0
372,Josh Jung,26,0.6,46,188,178,19,47,5,1,7,16,4,0,8,48,0.264,0.298,0.421,0.719,105,0.319,103,75,1,1,0,1,0,0,0,0,,5.0
373,Garrett Stubbs,31,0.4,54,187,164,18,34,4,1,1,11,5,0,17,50,0.207,0.296,0.262,0.558,59,0.271,63,43,0,4,0,1,0,0,0,0,,2.0
374,Luis Guillorme,29,0.3,77,187,161,14,33,9,1,0,10,4,2,23,36,0.205,0.301,0.273,0.574,63,0.268,65,44,7,0,1,2,0,0,0,0,,4.0
375,Daz Cameron,27,-0.5,66,186,170,22,34,5,1,5,15,5,0,13,51,0.2,0.258,0.329,0.587,70,0.268,69,56,3,1,0,2,0,0,0,0,,7.0
376,Matt Thaiss,29,0.6,57,186,157,14,32,9,0,2,16,3,0,28,58,0.204,0.323,0.299,0.622,77,0.295,83,47,2,0,0,1,0,0,0,0,,2.0
377,Blaze Alexander,25,0.0,61,185,166,19,41,7,0,3,21,3,1,15,49,0.247,0.321,0.343,0.664,86,0.301,87,57,1,3,1,0,0,0,0,0,,6.0
378,Brooks Lee,23,-0.2,50,185,172,9,38,6,1,3,27,3,0,11,27,0.221,0.265,0.32,0.585,63,0.256,53,55,6,0,0,2,2,0,0,0,,6.0
379,Jordan Beck,23,-0.8,55,184,170,14,32,6,0,3,13,7,1,12,65,0.188,0.245,0.276,0.521,41,0.246,36,47,3,1,0,1,1,0,0,0,,7.0
380,Cristian Pache,25,-0.2,88,183,165,13,33,8,1,1,16,1,0,17,64,0.2,0.273,0.279,0.552,54,0.251,49,46,2,0,0,1,0,0,0,0,,8.0
381,Alex Kirilloff,26,-0.6,57,178,159,20,32,8,3,5,20,0,0,15,47,0.201,0.27,0.384,0.653,81,0.287,79,61,5,1,0,3,0,0,0,0,,7.0
382,Ben Rice,25,-0.4,50,178,152,20,26,6,0,7,23,0,1,20,48,0.171,0.264,0.349,0.613,72,0.275,74,53,2,1,0,5,0,0,0,0,,3.0
383,Jordan Walker,22,-0.9,51,178,164,16,33,10,1,5,20,1,0,10,50,0.201,0.253,0.366,0.619,71,0.267,63,60,4,2,0,2,0,0,0,0,,9.0
384,Junior Caminero,20,0.7,43,177,165,15,41,9,1,6,18,2,0,11,38,0.248,0.299,0.424,0.724,105,0.315,102,70,2,1,0,0,2,0,0,0,,5.0
385,Patrick Wisdom,32,-0.4,75,174,158,16,27,7,2,8,23,5,0,10,59,0.171,0.237,0.392,0.629,74,0.276,68,62,1,4,1,1,0,0,0,0,,3.0
386,Derek Hill,28,0.0,53,172,162,19,39,4,2,7,25,6,2,5,56,0.241,0.271,0.42,0.69,89,0.317,95,68,2,2,2,1,0,0,0,0,,8.0
387,Brett Baty,24,0.3,50,171,153,15,35,3,0,4,16,0,0,16,42,0.229,0.306,0.327,0.633,81,0.287,83,50,3,1,1,0,1,0,0,0,,5.0
388,Nick Loftin,25,0.2,56,171,148,15,28,4,0,1,14,1,0,19,24,0.189,0.282,0.236,0.519,49,0.258,56,35,4,1,1,2,0,0,0,0,,4.0
389,angel Martinez,22,0.1,43,169,151,16,35,7,0,3,11,3,1,15,33,0.232,0.298,0.338,0.635,82,0.286,80,51,2,0,1,2,0,0,0,0,,8.0
390,Jose Tena,23,0.2,44,168,161,14,43,5,0,3,15,6,1,7,41,0.267,0.298,0.354,0.652,85,0.29,81,57,1,0,0,0,0,0,0,0,,5.0
